aSMILES,afam1,afam_class,aCenterValence,aElectronegativity,aCenterSize,aSymmetry,aOxyAnions,aDipole,cfam,cfam1,cfam_class,cfamVolume,ctailVolume,cHeadVertex,cHeteroAtom,cFGs,cFGsGroup,aMolLogP,aMolMR,aMolWt,aNumHBA,aNumHBD,aRings,aVolume,aAsphericity,aEccentricity,aInertialShapeFactor,aPBF,aPMI1,aPMI2,aPMI3,aNPR1,aNPR2,aRadiusOfGyration,aSpherocityIndex,aLabuteASA,aTPSA,aAliCC,aAliHC,aAliRings,aAroCC,aAroHC,aAroRings,aNumNHOH,cMolLogP,cMolMR,cMolWt,cNumHBA,cNumHBD,cRings,cVolume,cAsphericity,cEccentricity,cInertialShapeFactor,cPBF,cPMI1,cPMI2,cPMI3,cNPR1,cNPR2,cRadiusOfGyration,cSpherocityIndex,cLabuteASA,cTPSA,cAliCC,cAliHC,cAliRings,cAroCC,cAroHC,cAroRings,cNumNHOH,Dataset,Iso SMILES,Log viscosity,Temperature,cSMILES,Anion|cfam,Anion|cFGsGroup,Anion|cfam|cFGsGroup,Anion|cfam_class,afam_class|cfam_class,Validated,Vm,DataSource,Reliability
CCS(=O)(=O)[O-],so,[O-],6,2.58,24.4290244743142,0,1,3.892572713586151,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.4484999999999999,20.2382,109.126,3,0,0,0.077208,0.2189421657362174,0.9026168307628992,0.010312245876097,0.2306751608049767,96.62744463731916,223.6848802100705,224.4826990228021,0.4304449521408512,0.9964459674789878,1.579928560627287,0.2143264681314405,43.75768165310586,57.2,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCS(=O)(=O)[O-],3.674612108380977,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCS(=O)(=O)[O-]|im,CCS(=O)(=O)[O-]|C=C|-Br,CCS(=O)(=O)[O-]|im|C=C|-Br,CCS(=O)(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3030320000000001,Pred.,Low
CC[B-](F)(F)F,b,mln,4,2.04,17.808758841775,0,0,0.0,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,1.8537,19.559,96.86799999999998,0,0,0,0.072352,0.1844087238728181,0.8841632358069084,0.0094445882095082,0.2191939357719958,104.7036096347212,221.6276104547401,224.1192614880849,0.467178094999602,0.9888824770490452,1.68559783048407,0.2164666218556245,41.43163697525014,0.0,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CC[B-](F)(F)F,3.245361455633282,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CC[B-](F)(F)F|im,CC[B-](F)(F)F|C=C|-Br,CC[B-](F)(F)F|im|C=C|-Br,CC[B-](F)(F)F|Aromatic,mln|Aromatic,,0.2981760000000001,Pred.,Low
CN(C)c1cccc([O-])c1,oph,oph,4,2.55,22.449297503777,0,1,3.033053510712242,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.8261999999999998,40.21500000000002,136.174,2,0,1,0.118128,0.442742606403591,0.9701422587753736,0.0044571603592806,0.3271174171087198,180.6902946033531,599.999161140788,745.002204493472,0.2425365905141242,0.8053656184128049,2.366853028706568,0.0745572310515465,74.76505977236766,26.3,0,0,0,1,0,1,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CN(C)c1cccc([O-])c1,3.3606725102736843,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CN(C)c1cccc([O-])c1|im,CN(C)c1cccc([O-])c1|C=C|-Br,CN(C)c1cccc([O-])c1|im|C=C|-Br,CN(C)c1cccc([O-])c1|Aromatic,oph|Aromatic,,0.3439520000000001,Pred.,Low
CNCC(=O)[O-],co,[O-],4,2.55,22.449297503777,0,1,3.608959349164706,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-2.044299999999999,18.9337,88.08599999999996,3,1,0,0.07372,0.623060172622119,0.9891645532876764,0.0181889874411408,0.1229745863254245,48.66518652913542,293.4178575217334,331.4817524911673,0.1468110572102522,0.8851704665992189,1.955335333226981,0.0220218186764985,44.46263292571582,52.16,0,0,0,0,0,0,1,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CNCC(=O)[O-],3.359773625200905,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CNCC(=O)[O-]|im,CNCC(=O)[O-]|C=C|-Br,CNCC(=O)[O-]|im|C=C|-Br,CNCC(=O)[O-]|Aromatic,[O-]|Aromatic,,0.2995440000000001,Pred.,Low
COC(=C(C#N)C#N)[C-](C#N)C#N,dca,[N-],3,2.55,22.449297503777,0,0,2.484004761601584,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.55571,39.73000000000001,171.139,5,0,0,0.150984,0.1581109897789061,0.873120558720611,0.0014645231756324,0.7599784158725309,508.6239357827313,777.1616165014765,1043.321843600774,0.4875043486364076,0.7448915416352161,2.608586632256904,0.3661373566741659,79.50301825230673,104.39,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COC(=C(C#N)C#N)[C-](C#N)C#N,3.36006831106428,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COC(=C(C#N)C#N)[C-](C#N)C#N|im,COC(=C(C#N)C#N)[C-](C#N)C#N|C=C|-Br,COC(=C(C#N)C#N)[C-](C#N)C#N|im|C=C|-Br,COC(=C(C#N)C#N)[C-](C#N)C#N|Aromatic,[N-]|Aromatic,,0.3768080000000001,Pred.,Low
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1,so,[O-],6,2.58,24.4290244743142,0,1,2.323326080735192,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.1639,57.08420000000002,273.2419999999998,7,0,1,0.2035760000000001,0.2398201730585416,0.8940315814677312,0.0004245711943385,0.1760250452686657,1378.067533177253,1799.73968387943,3076.016540077818,0.4480039412084535,0.5850877784401964,3.382860534016876,0.0242510972670053,115.7146767477356,109.8,0,0,0,1,0,1,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1,4.80148993874038,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1|im,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1|C=C|-Br,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1|im|C=C|-Br,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1|Aromatic,[O-]|Aromatic,,0.4294000000000002,Pred.,Low
COC(=O)c1ccc(S(=O)(=O)[O-])cc1C(=O)OC,so,[O-],6,2.58,24.4290244743142,0,1,3.747308332079278,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.1639,57.08420000000002,273.2419999999998,7,0,1,0.199192,0.3803492459223138,0.95898499722821,0.0009283443464605,0.2846146982751372,834.2073398841983,2279.135694134622,2942.978430536665,0.2834568310893386,0.7744316677574193,3.329014861600216,0.0453327359925012,115.7146767477356,109.8,0,0,0,1,0,1,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COC(=O)c1ccc(S(=O)(=O)[O-])cc1C(=O)OC,4.711681118827332,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COC(=O)c1ccc(S(=O)(=O)[O-])cc1C(=O)OC|im,COC(=O)c1ccc(S(=O)(=O)[O-])cc1C(=O)OC|C=C|-Br,COC(=O)c1ccc(S(=O)(=O)[O-])cc1C(=O)OC|im|C=C|-Br,COC(=O)c1ccc(S(=O)(=O)[O-])cc1C(=O)OC|Aromatic,[O-]|Aromatic,,0.4250160000000001,Pred.,Low
COCC(=O)[O-],co,[O-],4,2.55,22.449297503777,0,1,4.350977649031996,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-1.6173,16.883,89.06999999999996,3,0,0,0.078064,0.3697314796691036,0.9575505194419058,0.0109999765917071,0.3053218323171978,78.32984517237554,234.1281414273682,271.7281227911786,0.2882655073305443,0.8616264633281782,1.810901752943229,0.0932942012266123,42.5632888392085,49.36,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COCC(=O)[O-],2.886481165796266,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COCC(=O)[O-]|im,COCC(=O)[O-]|C=C|-Br,COCC(=O)[O-]|im|C=C|-Br,COCC(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3038880000000001,Pred.,Low
COCCOCC(=O)[O-],co,[O-],4,2.55,22.449297503777,0,1,3.174138504826526,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-1.600699999999999,27.70199999999999,133.123,4,0,0,0.107656,0.6930079720193549,0.9931077159305096,0.0084289966380037,0.2706190445165422,116.2020132932786,971.082697879484,991.44056225375,0.1172052241126057,0.9794663793783176,2.794196872743145,0.0591599775731318,66.02660029817986,58.59,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COCCOCC(=O)[O-],2.825518467872052,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COCCOCC(=O)[O-]|im,COCCOCC(=O)[O-]|C=C|-Br,COCCOCC(=O)[O-]|im|C=C|-Br,COCCOCC(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3334800000000001,Pred.,Low
COCCOCCOCC(=O)[O-],co,[O-],4,2.55,22.449297503777,0,1,4.330117511982394,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-1.584099999999999,38.52100000000001,177.1760000000001,5,0,0,0.142496,0.8147382147672607,0.9977979354431796,0.005471062294125,0.1817754829064402,177.1668588687793,2589.082128292348,2671.109438177405,0.0663270685718016,0.9692909213255496,3.917207135640954,0.0210840431210694,89.48991175715113,67.82000000000001,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COCCOCCOCC(=O)[O-],3.189577483822744,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COCCOCCOCC(=O)[O-]|im,COCCOCCOCC(=O)[O-]|C=C|-Br,COCCOCCOCC(=O)[O-]|im|C=C|-Br,COCCOCCOCC(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3683200000000001,Pred.,Low
COCCOCCOCCOCC(=O)[O-],co,[O-],4,2.55,22.449297503777,0,1,3.16835536436054,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-1.567499999999997,49.34000000000004,221.2290000000001,6,0,0,0.1761840000000001,0.8488042822316817,0.9985791333518468,0.0035979822427286,0.1440900845799239,268.8055423271957,4878.632661309513,5044.29973204349,0.0532889710378689,0.967157568040299,4.799412718051862,0.0122756886657107,112.9532232161225,77.05,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COCCOCCOCCOCC(=O)[O-],3.5500419120859528,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COCCOCCOCCOCC(=O)[O-]|im,COCCOCCOCCOCC(=O)[O-]|C=C|-Br,COCCOCCOCCOCC(=O)[O-]|im|C=C|-Br,COCCOCCOCCOCC(=O)[O-]|Aromatic,[O-]|Aromatic,,0.4020080000000002,Pred.,Low
COCCOCCOS(=O)(=O)[O-],so,[O-],6,2.58,24.4290244743142,0,1,2.46997714363737,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.8737999999999997,38.34420000000001,199.2040000000001,6,0,0,0.142184,0.7350564150296787,0.9951802699423368,0.0039489836478997,0.2438178710691992,240.1169291165717,2321.819573509807,2448.614135082597,0.0980623797258574,0.94821782666524,3.54632637934129,0.0320811121564294,86.83197056188115,84.89,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COCCOCCOS(=O)(=O)[O-],3.86969700774604,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COCCOCCOS(=O)(=O)[O-]|im,COCCOCCOS(=O)(=O)[O-]|C=C|-Br,COCCOCCOS(=O)(=O)[O-]|im|C=C|-Br,COCCOCCOS(=O)(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3680080000000001,Pred.,Low
COP(=O)([O-])OC,po,[O-],5,2.19,26.5218487803806,0,1,0.9796613001096692,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.2524000000000002,21.62449999999999,125.0399999999999,4,0,0,0.08948,0.2868856621085765,0.9307194733933358,0.0088551061474364,0.267483057296807,112.5848971442563,306.8943293120889,307.8328455323592,0.3657338675135673,0.996951214810599,1.70537902717091,0.2002114342100526,50.10495102891791,58.59,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COP(=O)([O-])OC,3.611245494476981,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COP(=O)([O-])OC|im,COP(=O)([O-])OC|C=C|-Br,COP(=O)([O-])OC|im|C=C|-Br,COP(=O)([O-])OC|Aromatic,[O-]|Aromatic,,0.3153040000000001,Pred.,Low
COS(=O)(=O)[O-],so,[O-],6,2.58,24.4290244743142,0,1,2.452165129129996,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.9069999999999998,16.7062,111.098,4,0,0,0.072912,0.1553574850680613,0.8629298778978395,0.010259215664285,0.3018198255194211,97.17028417010744,191.6952939412428,192.2931523001205,0.5053236842175712,0.9968909014609912,1.471553537010961,0.2804448695480019,39.90534764393853,66.43,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COS(=O)(=O)[O-],3.7970738200754814,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COS(=O)(=O)[O-]|im,COS(=O)(=O)[O-]|C=C|-Br,COS(=O)(=O)[O-]|im|C=C|-Br,COS(=O)(=O)[O-]|Aromatic,[O-]|Aromatic,,0.2987360000000001,Pred.,Low
CO[PH](=O)[O-],po,[O-],5,2.19,26.5218487803806,0,1,4.747072547279306,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.6172000000000002,16.0105,95.01399999999995,3,0,0,0.07068,0.4844308701542011,0.9758958678300792,0.019212341317675,0.2547881394076605,47.14408998529322,195.6622444707418,216.0227450842422,0.218236695246644,0.9057483479086408,1.553877107831996,0.1273798987682206,36.02179434866434,49.36,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CO[PH](=O)[O-],3.2735580676137617,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CO[PH](=O)[O-]|im,CO[PH](=O)[O-]|C=C|-Br,CO[PH](=O)[O-]|im|C=C|-Br,CO[PH](=O)[O-]|Aromatic,[O-]|Aromatic,,0.2965040000000001,Pred.,Low
COc1c(Cl)ccc(Cl)c1C(=O)[O-],co,[O-],4,2.55,22.449297503777,0,1,4.874973857949629,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,1.3655,47.34450000000001,220.031,3,0,1,0.159776,0.2954840783524877,0.9355424536620978,0.0013175689705844,0.5384477106391062,540.1739379562591,1088.434693735336,1529.309517264511,0.3532142655611487,0.7117164193695914,2.678819801310652,0.1487443471352896,91.86197338463924,49.36,0,0,0,1,0,1,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COc1c(Cl)ccc(Cl)c1C(=O)[O-],4.4463539196140704,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COc1c(Cl)ccc(Cl)c1C(=O)[O-]|im,COc1c(Cl)ccc(Cl)c1C(=O)[O-]|C=C|-Br,COc1c(Cl)ccc(Cl)c1C(=O)[O-]|im|C=C|-Br,COc1c(Cl)ccc(Cl)c1C(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3856000000000001,Pred.,Low
COc1ccc([B-](F)(F)F)cc1,b,mln,4,2.04,17.808758841775,0,0,0.0,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,1.7496,41.70600000000002,174.938,1,0,1,0.13348,0.6225335296996745,0.9890171081118156,0.0047094041519923,0.2747628263097787,198.743395272055,1258.559518447771,1344.668066591157,0.1478010820736493,0.9359629708752744,2.829923790202848,0.0540434045167313,78.04727529676002,9.23,0,0,0,1,0,1,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COc1ccc([B-](F)(F)F)cc1,3.714784480493185,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COc1ccc([B-](F)(F)F)cc1|im,COc1ccc([B-](F)(F)F)cc1|C=C|-Br,COc1ccc([B-](F)(F)F)cc1|im|C=C|-Br,COc1ccc([B-](F)(F)F)cc1|Aromatic,mln|Aromatic,,0.359304,Pred.,Low
COc1ccc([O-])cc1,oph,oph,4,2.55,22.449297503777,0,1,2.797151745624978,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.7687999999999999,32.44,123.1309999999999,2,0,1,0.105352,0.6325818441761027,0.98980735499107,0.0096799334694083,0.3010014203516148,91.5646621245862,569.8744702057195,642.9525629848202,0.1424127803449599,0.8863398375148462,2.301469964291675,0.0548700099561224,63.53891771677117,32.29,0,0,0,1,0,1,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COc1ccc([O-])cc1,3.4019935152810405,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COc1ccc([O-])cc1|im,COc1ccc([O-])cc1|C=C|-Br,COc1ccc([O-])cc1|im|C=C|-Br,COc1ccc([O-])cc1|Aromatic,oph|Aromatic,,0.3311760000000001,Pred.,Low
COc1cccc([B-](F)(F)F)c1,b,mln,4,2.04,17.808758841775,0,0,0.0,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,1.7496,41.70600000000002,174.938,1,0,1,0.13336,0.5068648393507853,0.9787307426602336,0.0034666658064566,0.264421320909998,255.1460448616466,1100.069551862965,1243.710574694966,0.2051490515984588,0.884506069374516,2.725460516873737,0.0551312934291277,78.04727529676002,9.23,0,0,0,1,0,1,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COc1cccc([B-](F)(F)F)c1,3.873422433471809,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COc1cccc([B-](F)(F)F)c1|im,COc1cccc([B-](F)(F)F)c1|C=C|-Br,COc1cccc([B-](F)(F)F)c1|im|C=C|-Br,COc1cccc([B-](F)(F)F)c1|Aromatic,mln|Aromatic,,0.3591840000000001,Pred.,Low
COc1cccc([O-])c1,oph,oph,4,2.55,22.449297503777,0,1,4.309624648900509,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.7687999999999998,32.44,123.1309999999999,2,0,1,0.103976,0.5088860575817156,0.9788520243496804,0.0066693957480742,0.2756664609687342,123.8911907628184,500.4103480705506,605.6188253506589,0.2045695833366545,0.8262793808973959,2.23480582687935,0.0486017915210135,63.53891771677117,32.29,0,0,0,1,0,1,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.COc1cccc([O-])c1,3.3498865106635725,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,COc1cccc([O-])c1|im,COc1cccc([O-])c1|C=C|-Br,COc1cccc([O-])c1|im|C=C|-Br,COc1cccc([O-])c1|Aromatic,oph|Aromatic,,0.3298000000000001,Pred.,Low
