aSMILES,afam1,afam_class,aCenterValence,aElectronegativity,aCenterSize,aSymmetry,aOxyAnions,aDipole,cfam,cfam1,cfam_class,cfamVolume,ctailVolume,cHeadVertex,cHeteroAtom,cFGs,cFGsGroup,aMolLogP,aMolMR,aMolWt,aNumHBA,aNumHBD,aRings,aVolume,aAsphericity,aEccentricity,aInertialShapeFactor,aPBF,aPMI1,aPMI2,aPMI3,aNPR1,aNPR2,aRadiusOfGyration,aSpherocityIndex,aLabuteASA,aTPSA,aAliCC,aAliHC,aAliRings,aAroCC,aAroHC,aAroRings,aNumNHOH,cMolLogP,cMolMR,cMolWt,cNumHBA,cNumHBD,cRings,cVolume,cAsphericity,cEccentricity,cInertialShapeFactor,cPBF,cPMI1,cPMI2,cPMI3,cNPR1,cNPR2,cRadiusOfGyration,cSpherocityIndex,cLabuteASA,cTPSA,cAliCC,cAliHC,cAliRings,cAroCC,cAroHC,cAroRings,cNumNHOH,Dataset,Iso SMILES,Log viscosity,Temperature,cSMILES,Anion|cfam,Anion|cFGsGroup,Anion|cfam|cFGsGroup,Anion|cfam_class,afam_class|cfam_class,Validated,Vm,DataSource,Reliability
CCCCCCOS(=O)(=O)[O-],so,[O-],6,2.58,24.4290244743142,0,1,2.619620282556939,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,1.0435,39.79120000000001,181.2330000000001,4,0,0,0.1364,0.4970217189378601,0.9775790269813428,0.0028369517031,0.3013658069019334,312.0852568875288,1312.212879577811,1482.105438802799,0.2105688628601364,0.8853708010394847,2.927489196931719,0.0689150854642639,85.77976321759962,66.43,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCCCOS(=O)(=O)[O-],4.110733725472252,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCCCOS(=O)(=O)[O-]|im,CCCCCCOS(=O)(=O)[O-]|C=C|-Br,CCCCCCOS(=O)(=O)[O-]|im|C=C|-Br,CCCCCCOS(=O)(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3622240000000001,Pred.,Low
CCCCCCO[PH](=O)[O-],po,[O-],5,2.19,26.5218487803806,0,1,5.040129688649117,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,1.3333,39.09550000000001,165.1490000000001,3,0,0,0.1311040000000001,0.9027352047246676,0.999437158618838,0.0126778229343063,0.0604667170760592,76.53690291840486,2213.806005183375,2281.518501160412,0.0335464748059142,0.97032130313973,3.720433586939014,0.0019795440731121,81.89620992232547,49.36,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCCCO[PH](=O)[O-],3.3234069046074874,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCCCO[PH](=O)[O-]|im,CCCCCCO[PH](=O)[O-]|C=C|-Br,CCCCCCO[PH](=O)[O-]|im|C=C|-Br,CCCCCCO[PH](=O)[O-]|Aromatic,[O-]|Aromatic,,0.3569280000000002,Pred.,Low
CCCCCCP(=O)([O-])[O-],po,[O-],5,2.19,26.5218487803806,0,1,3.588355799358848,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.4803999999999999,36.6155,164.1410000000001,3,0,0,0.13188,0.6642485291091076,0.9916878163254076,0.0046649413514685,0.1817157444912517,201.8396916116421,1477.036192020001,1568.694503997357,0.1286673033514894,0.9415703237668064,3.145254200662118,0.0436614269596492,79.879986022734,63.19,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCCCP(=O)([O-])[O-],3.340214518877381,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCCCP(=O)([O-])[O-]|im,CCCCCCP(=O)([O-])[O-]|C=C|-Br,CCCCCCP(=O)([O-])[O-]|im|C=C|-Br,CCCCCCP(=O)([O-])[O-]|Aromatic,[O-]|Aromatic,,0.3577040000000001,Pred.,Low
CCCCCOS(=O)(=O)[O-],so,[O-],6,2.58,24.4290244743142,0,1,2.620640808238955,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.6534,35.1742,167.2060000000001,4,0,0,0.12372,0.6440434144618047,0.9904592790406198,0.0050286969679466,0.2030888905879843,186.5973301871984,1270.571387889124,1354.060845279945,0.1378057203541842,0.9383414285393068,2.899393954540545,0.0471366925201517,76.60488010286741,66.43,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCCOS(=O)(=O)[O-],4.020814776295575,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCCOS(=O)(=O)[O-]|im,CCCCCOS(=O)(=O)[O-]|C=C|-Br,CCCCCOS(=O)(=O)[O-]|im|C=C|-Br,CCCCCOS(=O)(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3495440000000001,Pred.,Low
CCCCC[B-](F)(F)F,b,mln,4,2.04,17.808758841775,0,0,0.0,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,3.024000000000002,33.40999999999999,138.9490000000001,0,0,0,0.110984,0.7364042786058015,0.9950940297761656,0.0086038935756467,0.1311660406000405,115.4114273132775,1158.373238008821,1166.553533659478,0.0989336742663081,0.992987638016924,2.963345561876153,0.0426092633794629,68.95628631944683,0.0,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCC[B-](F)(F)F,3.0844252842607287,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCC[B-](F)(F)F|im,CCCCC[B-](F)(F)F|C=C|-Br,CCCCC[B-](F)(F)F|im|C=C|-Br,CCCCC[B-](F)(F)F|Aromatic,mln|Aromatic,,0.3368080000000001,Pred.,Low
CCCCOP(=O)([O-])OCCCC,po,[O-],5,2.19,26.5218487803806,0,1,3.106832794345822,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,2.0882,49.32650000000004,209.2020000000001,4,0,0,0.165304,0.7716210862049664,0.9965222141217948,0.0037722608004577,0.261735637983422,255.4908279195126,2955.043271575889,3066.103567572623,0.0833275270351614,0.9637780350372642,3.873161582509702,0.034334074968866,105.1542497173112,58.59,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCOP(=O)([O-])OCCCC,3.832746216872186,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCOP(=O)([O-])OCCCC|im,CCCCOP(=O)([O-])OCCCC|C=C|-Br,CCCCOP(=O)([O-])OCCCC|im|C=C|-Br,CCCCOP(=O)([O-])OCCCC|Aromatic,[O-]|Aromatic,,0.3911280000000001,Pred.,Low
CCCCOP[O-],po,[O-],2,2.19,26.5218487803806,0,1,3.438308538206809,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.6718999999999999,29.17499999999999,121.0959999999999,2,0,0,0.100576,0.8239508569635426,0.9980367300810984,0.0191214374444761,0.1416482312254426,50.05757440945793,765.0122689118265,799.241565097523,0.0626313452596148,0.9571727776926618,2.58174747644272,0.0178912358241658,59.75652917364093,32.29,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCOP[O-],3.0938114535390984,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCOP[O-]|im,CCCCOP[O-]|C=C|-Br,CCCCOP[O-]|im|C=C|-Br,CCCCOP[O-]|Aromatic,[O-]|Aromatic,,0.3264000000000001,Pred.,Low
CCCCOS(=O)(=O)[O-],so,[O-],6,2.58,24.4290244743142,0,1,2.622090547358913,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.2633000000000001,30.55719999999999,153.1790000000001,4,0,0,0.111048,0.6483723855595254,0.9905659550140332,0.0073547552543626,0.2382204565665083,131.7878546191218,932.1412861923598,961.6967109308684,0.1370368153714059,0.9692674162211696,2.571372545682568,0.0611505216835166,67.42999698813523,66.43,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCOS(=O)(=O)[O-],3.914291490181042,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCOS(=O)(=O)[O-]|im,CCCCOS(=O)(=O)[O-]|C=C|-Br,CCCCOS(=O)(=O)[O-]|im|C=C|-Br,CCCCOS(=O)(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3368720000000001,Pred.,Low
CCCCO[PH](=O)[O-],po,[O-],5,2.19,26.5218487803806,0,1,2.320822841824306,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.5530999999999999,29.86149999999999,137.0950000000001,3,0,0,0.107952,0.85567885444983,0.9986935167881588,0.0177864964719446,0.1810428961676186,55.841646061783,1085.380001335089,1092.781145035709,0.0511004845896734,0.9932272406654876,2.854408000977229,0.029557335078844,63.54644369286107,49.36,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCO[PH](=O)[O-],3.11960278276067,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCO[PH](=O)[O-]|im,CCCCO[PH](=O)[O-]|C=C|-Br,CCCCO[PH](=O)[O-]|im|C=C|-Br,CCCCO[PH](=O)[O-]|Aromatic,[O-]|Aromatic,,0.3337760000000001,Pred.,Low
CCCCP(=O)([O-])[O-],po,[O-],5,2.19,26.5218487803806,0,1,3.586471782122209,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.2998000000000001,27.38149999999999,136.0870000000001,3,0,0,0.1058,0.6268242009566649,0.98894800978018,0.0084462414480447,0.2002393577893284,116.799399478814,777.164135256718,787.78670716099,0.1482627193593217,0.9865159289846952,2.485749904711319,0.0747911250620038,61.53021979326959,63.19,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCP(=O)([O-])[O-],3.352762048277401,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCP(=O)([O-])[O-]|im,CCCCP(=O)([O-])[O-]|C=C|-Br,CCCCP(=O)([O-])[O-]|im|C=C|-Br,CCCCP(=O)([O-])[O-]|Aromatic,[O-]|Aromatic,,0.3316240000000001,Pred.,Low
CCCCS(=O)(=O)[O-],so,[O-],6,2.58,24.4290244743142,0,1,3.920411574695085,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.3317000000000001,29.47219999999999,137.1800000000001,3,0,0,0.10228,0.6385061940648425,0.9897700182217888,0.0091844451824401,0.1524123445625925,107.4295275709868,742.9530788671656,752.9823467017156,0.1426720401103157,0.9866806069511708,2.417440513561471,0.0710832667318677,62.10744788257033,57.2,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCCS(=O)(=O)[O-],3.626530185458569,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCCS(=O)(=O)[O-]|im,CCCCS(=O)(=O)[O-]|C=C|-Br,CCCCS(=O)(=O)[O-]|im|C=C|-Br,CCCCS(=O)(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3281040000000001,Pred.,Low
CCCC[B-](F)(F)F,b,mln,4,2.04,17.808758841775,0,0,0.0,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,2.633900000000001,28.79299999999999,124.922,0,0,0,0.097952,0.6013724707765207,0.9869842066715208,0.0084869859656276,0.1489866721727679,116.3401714168689,714.2995115080643,723.4310913156115,0.1608172123281236,0.9873774020536762,2.49402575760505,0.0685882050500199,59.78140320471462,0.0,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCCC[B-](F)(F)F,3.021508382107194,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCCC[B-](F)(F)F|im,CCCC[B-](F)(F)F|C=C|-Br,CCCC[B-](F)(F)F|im|C=C|-Br,CCCC[B-](F)(F)F|Aromatic,mln|Aromatic,,0.3237760000000001,Pred.,Low
CCC[B-](F)(F)F,b,mln,4,2.04,17.808758841775,0,0,0.0,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,2.2438,24.17599999999999,110.895,0,0,0,0.085544,0.4354025070502687,0.9670089831804982,0.0089554483119119,0.1710612139795364,110.7476215429802,431.1765420266022,434.74378853719,0.2547422745604249,0.9917946003953486,2.098468662989621,0.1087085390355918,50.60652008998238,0.0,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCC[B-](F)(F)F,3.1224900001234053,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCC[B-](F)(F)F|im,CCC[B-](F)(F)F|C=C|-Br,CCC[B-](F)(F)F|im|C=C|-Br,CCC[B-](F)(F)F|Aromatic,mln|Aromatic,,0.3113680000000001,Pred.,Low
CCOCC(=O)[O-],co,[O-],4,2.55,22.449297503777,0,1,4.349902711755945,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-1.2272,21.49999999999999,103.097,3,0,0,0.085624,0.5384996259294739,0.9817340962745114,0.0114446198879001,0.2787546550329007,82.3055055713327,407.488985286019,432.5991024436013,0.1902581514996625,0.9419552259453524,2.115047508777919,0.0880402840724026,51.73817195394074,49.36,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCOCC(=O)[O-],3.0574567026174333,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCOCC(=O)[O-]|im,CCOCC(=O)[O-]|C=C|-Br,CCOCC(=O)[O-]|im|C=C|-Br,CCOCC(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3114480000000001,Pred.,Low
CCOP(=O)([O-])OCC,po,[O-],5,2.19,26.5218487803806,0,1,4.110971463172223,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,0.5277999999999999,30.85849999999999,153.0940000000001,4,0,0,0.115648,0.7321700907306996,0.9950380156582004,0.0104328788232861,0.1872950779199893,91.85587150679524,884.7380890919503,923.216673762808,0.0994954641930511,0.9583211766377352,2.490927424673936,0.0322732621888088,68.45471725838237,58.59,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCOP(=O)([O-])OCC,3.424133887530511,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCOP(=O)([O-])OCC|im,CCOP(=O)([O-])OCC|C=C|-Br,CCOP(=O)([O-])OCC|im|C=C|-Br,CCOP(=O)([O-])OCC|Aromatic,[O-]|Aromatic,,0.3414720000000001,Pred.,Low
CCOP(=S)([S-])OCC,po,[O-],1,2.58,24.4290244743142,0,0,0.2735964650582904,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,1.8308,44.90200000000002,185.2300000000001,4,0,0,0.135008,0.3106670656305799,0.9400476082517508,0.0029072895360049,0.2470096993700719,332.8585466435686,944.491947964111,976.0009986486934,0.3410432439151421,0.9677161696266624,2.466288111341931,0.0951352764069262,80.3077819633172,18.46,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCOP(=S)([S-])OCC,3.572441268271289,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCOP(=S)([S-])OCC|im,CCOP(=S)([S-])OCC|C=C|-Br,CCOP(=S)([S-])OCC|im|C=C|-Br,CCOP(=S)([S-])OCC|Aromatic,[O-]|Aromatic,,0.3608320000000001,Pred.,Low
CCOP[O-],po,[O-],2,2.19,26.5218487803806,0,1,3.391340457936901,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.1083,19.941,93.04199999999996,2,0,0,0.074544,0.6708891131456,0.9921330240522994,0.0246992809265813,0.1432617004715643,36.95864274228031,269.4965804915838,295.2248667756525,0.1251881087996762,0.9128518997567364,1.798159881084307,0.0326264130691877,41.40676294417645,32.29,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCOP[O-],3.080665481969029,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCOP[O-]|im,CCOP[O-]|C=C|-Br,CCOP[O-]|im|C=C|-Br,CCOP[O-]|Aromatic,[O-]|Aromatic,,0.3003680000000001,Pred.,Low
CCOS(=O)(=O)[O-],so,[O-],6,2.58,24.4290244743142,0,1,2.601417792883419,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.5168999999999999,21.32319999999999,125.125,4,0,0,0.085616,0.4181991357840383,0.9641636868918828,0.0097139437545866,0.2101438451837614,101.5976532180978,377.9309309306769,382.9421544867239,0.2653080942584505,0.986913888958598,1.856458057167997,0.1332494103362584,49.08023075867077,66.43,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCOS(=O)(=O)[O-],3.885038399352641,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCOS(=O)(=O)[O-]|im,CCOS(=O)(=O)[O-]|C=C|-Br,CCOS(=O)(=O)[O-]|im|C=C|-Br,CCOS(=O)(=O)[O-]|Aromatic,[O-]|Aromatic,,0.3114400000000001,Pred.,Low
CCO[PH](=O)[O-],po,[O-],5,2.19,26.5218487803806,0,1,3.980917697980668,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-0.2271,20.62749999999999,109.041,3,0,0,0.082928,0.7311538684656997,0.9950064471847316,0.0226064236642368,0.1547074612608939,42.18404536968324,403.0429581194997,422.6406346590818,0.0998106710768843,0.9536304014984496,1.994880276543954,0.0346912271768724,45.19667746339659,49.36,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCO[PH](=O)[O-],3.1208580244277537,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCO[PH](=O)[O-]|im,CCO[PH](=O)[O-]|C=C|-Br,CCO[PH](=O)[O-]|im|C=C|-Br,CCO[PH](=O)[O-]|Aromatic,[O-]|Aromatic,,0.3087520000000001,Pred.,Low
CCP(=O)(CC)[N-]P(=O)(CC)CC,ntf,[N-],2,3.04,15.5985311238489,2,0,5.393292028760821,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,3.995900000000003,60.73600000000005,224.2010000000002,2,0,0,0.1849440000000001,0.2809027677339637,0.9339253189764534,0.0016675508698808,0.4028307019621666,536.1518400896913,1340.964577167046,1499.858931434499,0.3574681784085543,0.894060467329762,2.744291084380004,0.167999109911192,109.6347365672728,48.24,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCP(=O)(CC)[N-]P(=O)(CC)CC,3.5176897531300706,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCP(=O)(CC)[N-]P(=O)(CC)CC|im,CCP(=O)(CC)[N-]P(=O)(CC)CC|C=C|-Br,CCP(=O)(CC)[N-]P(=O)(CC)CC|im|C=C|-Br,CCP(=O)(CC)[N-]P(=O)(CC)CC|Aromatic,[N-]|Aromatic,,0.4107680000000002,Pred.,Low
CCP(=O)([O-])[O-],po,[O-],5,2.19,26.5218487803806,0,1,3.393967072230788,im,im,Aromatic,0.081512,0.1443120000000001,5,2,C=C|-Br,C=C|-Br,-1.08,18.1475,108.033,3,0,0,0.080352,0.195290779024806,0.8902478842468999,0.0093214995518331,0.2950162461430377,106.5096908969739,232.1657764478025,233.8424181766822,0.4554763491048885,0.9928300359620258,1.627801008941016,0.2375102305945672,43.18045356380512,63.19,0,0,0,0,0,0,0,3.565200000000002,77.07300000000002,466.8169999999998,1,0,1,0.2258240000000001,0.5464203459493817,0.9828671251076248,0.0006964942826745,0.3991875601024457,1280.923205240235,6200.144547571521,6949.621712950391,0.1843155294126695,0.89215568899495,3.931472218698425,0.0707351552874587,138.7050700732551,8.809999999999999,0,0,0,0,1,1,0,Pred.Non-VBM,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1.CCP(=O)([O-])[O-],3.472908933140702,298.15,BrC=C(Br)Cn1cc[n+](CC(Br)CBr)c1,CCP(=O)([O-])[O-]|im,CCP(=O)([O-])[O-]|C=C|-Br,CCP(=O)([O-])[O-]|im|C=C|-Br,CCP(=O)([O-])[O-]|Aromatic,[O-]|Aromatic,,0.3061760000000001,Pred.,Low
